,datetime,temperature,x_axix,y_axix,z_axix
4578,2021-10-09 14:10:28,96.96,-6.35,-1.73,-7.35
4579,2021-10-09 14:10:32,96.89,-5.72,-1.91,-7.52
4580,2021-10-09 14:10:36,95.13,-6.34,-1.37,-7.52
4581,2021-10-09 14:10:40,94.95,-6.56,-1.27,-7.08
4582,2021-10-09 14:10:49,96.6,-5.2,-1.92,-6.86
4583,2021-10-09 14:10:55,96.64,-7.14,-0.91,-7.72
4584,2021-10-09 14:11:06,95.81,-6.57,-2.08,-6.66
4585,2021-10-09 14:11:11,96.24,-5.49,-1.5,-6.99
4586,2021-10-09 14:11:14,94.55,-6.16,-1.8,-7.68
4587,2021-10-09 14:11:20,93.65,-5.34,-2.13,-7.42
4588,2021-10-09 14:11:28,94.41,-6.44,-1.35,-8.04
4589,2021-10-09 14:11:30,95.41,-5.7,-1.98,-7.0
4590,2021-10-09 14:11:34,96.21,-5.71,-1.7,-7.6
4591,2021-10-09 14:11:36,96.46,-5.72,-1.54,-7.54
4592,2021-10-09 14:11:38,95.99,-5.18,-1.64,-7.54
4593,2021-10-09 14:11:40,96.1,-5.49,-1.14,-7.87
4594,2021-10-09 14:11:43,96.35,-5.53,-1.56,-7.79
4595,2021-10-09 14:11:46,96.75,-5.64,-1.76,-7.9
4596,2021-10-09 14:11:48,96.67,-5.89,-1.07,-7.44
4597,2021-10-09 14:11:51,96.93,-5.9,-2.09,-7.53
4598,2021-10-09 14:11:53,97.07,-5.86,-2.54,-7.26
4599,2021-10-09 14:11:55,97.07,-5.67,-2.2,-7.41
4600,2021-10-09 14:11:58,96.96,-5.79,-2.23,-7.9
4601,2021-10-09 14:12:00,97.07,-5.98,-1.96,-7.5
4602,2021-10-09 14:12:05,97.03,-5.86,-2.17,-7.35
4603,2021-10-09 14:12:27,97.39,-5.47,-2.14,-7.22
4604,2021-10-09 14:12:31,97.25,-5.66,-2.07,-7.66
4605,2021-10-09 14:12:38,97.75,-6.31,-2.1,-7.61
4606,2021-10-09 14:12:44,97.39,-5.44,-1.86,-7.44
4607,2021-10-09 14:12:54,97.21,-6.16,-1.88,-7.76
4608,2021-10-09 14:13:00,96.75,-6.09,-2.13,-7.19
4609,2021-10-09 14:13:03,97.39,-6.08,-1.66,-7.23
4610,2021-10-09 14:13:05,97.47,-5.86,-1.96,-7.37
4611,2021-10-09 14:13:07,97.32,-6.04,-1.74,-7.83
4612,2021-10-09 14:13:09,97.36,-5.95,-1.91,-7.18
4613,2021-10-09 14:13:11,97.32,-6.44,-2.05,-7.43
4614,2021-10-09 14:13:13,97.5,-5.9,-2.26,-7.22
4615,2021-10-09 14:13:15,97.18,-5.88,-2.52,-7.49
4616,2021-10-09 14:13:17,97.47,-5.79,-1.8,-7.47
4617,2021-10-09 14:13:19,97.93,-5.53,-2.17,-7.46
4618,2021-10-09 14:13:21,97.83,-5.7,-2.67,-7.52
4619,2021-10-09 14:13:24,97.07,-5.94,-3.14,-7.56
4620,2021-10-09 14:13:25,97.36,-5.91,-2.31,-7.47
4621,2021-10-09 14:13:28,96.1,-6.08,-2.6,-7.46
4622,2021-10-09 14:13:30,97.21,-6.11,-2.27,-7.74
4623,2021-10-09 14:13:35,97.39,-6.15,-1.85,-7.32
4624,2021-10-09 14:13:38,98.11,-5.44,-2.14,-7.14
4625,2021-10-09 14:13:40,97.65,-6.37,-2.24,-7.94
4626,2021-10-09 14:13:41,97.75,-5.54,-2.12,-6.92
4627,2021-10-09 14:13:43,97.83,-6.45,-1.74,-7.53
4628,2021-10-09 14:13:47,97.5,-5.75,-1.58,-7.38
4629,2021-10-09 14:13:49,95.92,-5.69,-1.74,-7.78
4630,2021-10-09 14:13:54,95.99,-6.17,-1.79,-7.7
4631,2021-10-09 14:13:58,95.95,-6.0,-1.71,-7.21
4632,2021-10-09 14:14:03,97.25,-5.93,-1.77,-7.46
4633,2021-10-09 14:14:07,96.96,-5.87,-1.86,-7.32
4634,2021-10-09 14:14:11,96.75,-5.53,-2.28,-7.52
4635,2021-10-09 14:14:13,95.7,-5.57,-1.91,-7.4
4636,2021-10-09 14:14:15,96.24,-6.41,-1.64,-7.28
4637,2021-10-09 14:14:17,96.49,-5.84,-3.02,-6.87
4638,2021-10-09 14:14:19,97.11,-5.48,-1.95,-7.34
4639,2021-10-09 14:14:25,97.47,-5.2,-2.16,-7.78
4640,2021-10-09 14:14:28,97.11,-5.89,-2.01,-7.61
4641,2021-10-09 14:14:30,97.07,-5.98,-2.39,-7.13
4642,2021-10-09 14:14:34,94.26,-5.54,-2.46,-7.07
4643,2021-10-09 14:14:39,96.49,-6.3,-2.39,-7.37
4644,2021-10-09 14:14:44,97.03,-5.83,-2.84,-6.92
4645,2021-10-09 14:14:47,97.36,-6.22,-2.87,-7.54
4646,2021-10-09 14:14:49,97.36,-6.36,-2.81,-7.09
4647,2021-10-09 14:14:52,97.39,-6.27,-2.96,-6.88
4648,2021-10-09 14:14:54,95.81,-6.25,-2.17,-6.98
4649,2021-10-09 14:14:55,96.21,-5.54,-2.48,-7.12
4650,2021-10-09 14:14:57,96.46,-6.1,-2.18,-7.35
4651,2021-10-09 14:15:01,94.44,-6.23,-2.57,-7.17
4652,2021-10-09 14:15:04,95.95,-6.49,-2.6,-6.87
4653,2021-10-09 14:15:06,93.9,-4.94,-3.72,-6.75
4654,2021-10-09 14:15:08,94.73,-4.88,-1.84,-7.87
4655,2021-10-09 14:15:10,95.27,-5.77,-1.55,-8.13
4656,2021-10-09 14:15:12,95.95,-4.86,-1.93,-7.42
4657,2021-10-09 14:15:18,96.35,-6.08,-1.84,-8.06
4658,2021-10-09 14:15:29,97.61,-5.54,-2.41,-7.1
4659,2021-10-09 14:15:32,96.82,-5.58,-2.17,-7.54
4660,2021-10-09 14:15:36,95.85,-5.85,-1.4,-7.33
4661,2021-10-09 14:15:38,95.56,-5.55,-2.11,-7.46
4662,2021-10-09 14:15:40,94.95,-5.75,-2.24,-7.57
4663,2021-10-09 14:15:41,95.77,-5.69,-2.49,-7.49
4664,2021-10-09 14:15:43,96.53,-5.85,-2.44,-7.32
4665,2021-10-09 14:15:46,97.11,-6.03,-2.49,-7.49
4666,2021-10-09 14:15:50,96.93,-6.68,-2.82,-7.08
4667,2021-10-09 14:15:52,97.25,-5.79,-3.0,-6.92
4668,2021-10-09 14:15:54,96.06,-6.29,-2.26,-7.51
4669,2021-10-09 14:15:57,96.24,-5.78,-2.18,-7.08
4670,2021-10-09 14:15:59,96.64,-6.05,-2.28,-7.57
4671,2021-10-09 14:16:02,96.78,-6.29,-2.42,-7.07
4672,2021-10-09 14:16:04,95.16,-5.86,-2.4,-7.25
4673,2021-10-09 14:16:06,96.13,-6.16,-2.81,-7.48
4674,2021-10-09 14:16:18,95.23,-5.78,-2.48,-6.95
4675,2021-10-09 14:16:26,97.25,-5.15,-2.55,-7.52
4676,2021-10-09 14:16:29,97.65,-5.64,-1.59,-8.14
4677,2021-10-09 14:16:32,97.54,-7.33,-2.39,-7.48
4678,2021-10-09 14:16:38,97.79,-6.61,-2.72,-6.3
4679,2021-10-09 14:16:41,97.9,-6.26,-2.17,-7.0
4680,2021-10-09 14:16:49,97.54,-6.48,-2.29,-7.3
4681,2021-10-09 14:16:54,97.9,-6.39,-1.68,-6.94
4682,2021-10-09 14:16:59,98.04,-5.4,-2.44,-7.0
4683,2021-10-09 14:17:02,98.22,-6.1,-1.78,-7.81
4684,2021-10-09 14:17:05,98.04,-6.17,-2.97,-7.0
4685,2021-10-09 14:17:18,97.75,-4.43,-2.33,-7.22
4686,2021-10-09 14:17:26,98.62,-5.67,-2.47,-7.82
4687,2021-10-09 14:17:30,97.83,-6.0,-1.21,-7.55
4688,2021-10-09 14:17:32,97.32,-5.67,-1.94,-7.73
4689,2021-10-09 14:17:35,97.47,-6.16,-1.29,-7.8
4690,2021-10-09 14:17:40,97.68,-6.39,-1.49,-8.14
4691,2021-10-09 14:17:57,97.93,-6.33,-1.53,-7.12
4692,2021-10-09 14:18:04,95.81,-6.04,-2.15,-7.11
4693,2021-10-09 14:18:09,95.34,-5.58,-2.15,-7.47
4694,2021-10-09 14:18:12,96.78,-5.68,-1.57,-7.55
4695,2021-10-09 14:18:16,97.03,-6.44,-1.67,-7.5
4696,2021-10-09 14:18:19,96.6,-6.45,-2.12,-6.85
4697,2021-10-09 14:18:21,95.7,-5.9,-2.2,-7.05
4698,2021-10-09 14:18:27,97.32,-5.76,-1.47,-7.63
4699,2021-10-09 14:18:30,97.47,-6.25,-2.5,-7.52
4700,2021-10-09 14:18:32,97.25,-6.41,-2.19,-7.39
4701,2021-10-09 14:18:34,97.5,-6.38,-0.94,-6.88
4702,2021-10-09 14:18:37,96.06,-6.69,-1.74,-7.13
4703,2021-10-09 14:18:39,96.67,-5.87,-2.6,-6.8
4704,2021-10-09 14:18:41,96.64,-5.44,-1.67,-7.68
4705,2021-10-09 14:18:43,95.95,-5.84,-1.56,-7.77
4706,2021-10-09 14:18:45,95.95,-6.59,-2.51,-7.35
4707,2021-10-09 14:18:47,96.46,-6.03,-2.67,-6.89
4708,2021-10-09 14:18:49,96.78,-6.34,-1.93,-7.45
4709,2021-10-09 14:18:53,97.54,-5.84,-1.87,-7.13
4710,2021-10-09 14:19:15,97.21,-6.96,-2.07,-7.39
4711,2021-10-09 14:19:18,96.78,-6.72,-1.25,-6.9
4712,2021-10-09 14:19:25,97.54,-6.23,-1.08,-6.93
4713,2021-10-09 14:19:32,97.47,-5.96,-2.04,-6.96
4714,2021-10-09 14:19:34,97.61,-5.93,-1.78,-7.47
4715,2021-10-09 14:19:36,97.21,-5.38,-2.25,-7.19
4716,2021-10-09 14:19:38,96.93,-6.12,-1.77,-7.94
4717,2021-10-09 14:19:43,96.6,-5.33,-2.47,-7.29
4718,2021-10-09 14:19:47,97.32,-5.51,-2.15,-7.65
4719,2021-10-09 14:19:54,95.56,-6.12,-2.11,-7.49
4720,2021-10-09 14:20:01,96.28,-6.26,-1.94,-7.4
4721,2021-10-09 14:20:04,96.53,-5.6,-1.71,-7.28
4722,2021-10-09 14:20:15,96.78,-5.22,-1.33,-7.79
4723,2021-10-09 14:20:18,95.63,-6.58,-0.8,-7.92
4724,2021-10-09 14:20:20,96.06,-6.37,-1.33,-7.01
4725,2021-10-09 14:20:22,95.67,-6.04,-1.2,-7.45
4726,2021-10-09 14:20:24,96.64,-5.96,-1.34,-7.74
4727,2021-10-09 14:20:26,96.82,-5.85,-1.54,-7.47
4728,2021-10-09 14:20:41,96.35,-5.74,-1.55,-7.65
4729,2021-10-09 14:20:44,97.65,-5.47,-1.59,-7.7
4730,2021-10-09 14:20:50,96.75,-5.94,-1.68,-7.78
4731,2021-10-09 14:20:53,94.73,-5.76,-2.3,-7.64
4732,2021-10-09 14:20:57,96.6,-5.85,-0.42,-7.62
4733,2021-10-09 14:21:01,96.35,-5.76,-1.44,-7.48
4734,2021-10-09 14:21:07,95.34,-6.44,-1.27,-7.57
4735,2021-10-09 14:21:09,95.85,-6.69,-1.04,-7.25
4736,2021-10-09 14:21:11,96.75,-6.6,-0.76,-6.87
4737,2021-10-09 14:21:13,96.24,-6.57,-1.31,-7.09
4738,2021-10-09 14:21:15,95.81,-6.79,-0.98,-7.1
4739,2021-10-09 14:21:17,96.82,-6.16,-1.01,-7.05
4740,2021-10-09 14:21:19,96.93,-7.45,-1.58,-7.48
4741,2021-10-09 14:21:21,97.18,-5.62,-2.09,-6.31
4742,2021-10-09 14:21:23,97.5,-7.14,-0.77,-7.56
4743,2021-10-09 14:21:25,97.65,-6.1,-1.81,-6.82
4744,2021-10-09 14:21:27,97.54,-6.99,-1.39,-7.14
4745,2021-10-09 14:21:29,97.39,-6.03,-1.93,-6.9
4746,2021-10-09 14:21:31,97.18,-6.04,-0.23,-7.39
4747,2021-10-09 14:21:34,96.39,-6.17,-2.01,-7.51
4749,2021-10-14 11:10:15,94.19,7.61,4.7,-7.08
4750,2021-10-14 11:10:22,94.98,5.47,0.79,-6.2
4751,2021-10-14 11:10:28,94.59,5.26,2.47,-6.61
4752,2021-10-14 11:10:35,94.48,5.23,2.04,-8.04
4753,2021-10-14 11:10:38,94.41,3.26,1.54,-8.3
4754,2021-10-14 11:10:41,94.33,3.39,3.78,-8.29
4755,2021-10-14 11:10:50,92.82,2.38,6.47,-8.02
4756,2021-10-14 11:10:55,92.79,0.47,9.62,-4.03
4757,2021-10-14 11:11:00,93.51,3.81,7.16,-6.71
4758,2021-10-14 11:11:03,93.18,1.51,3.41,-7.56
4759,2021-10-14 11:11:05,93.11,0.87,5.72,-8.27
4760,2021-10-14 11:11:08,94.41,4.58,8.28,-6.79
4761,2021-10-14 11:11:13,93.61,4.98,5.9,-7.97
4762,2021-10-14 11:11:16,94.69,1.55,2.52,-7.58
4763,2021-10-14 11:11:19,95.13,4.94,4.54,-12.45
4764,2021-10-14 11:11:23,95.95,4.34,2.25,-7.53
4765,2021-10-14 11:11:55,95.95,2.03,1.2,-7.79
4766,2021-10-14 11:12:02,94.8,6.38,4.75,-7.63
4767,2021-10-14 11:12:05,94.33,3.95,3.7,-6.69
4768,2021-10-14 11:12:09,93.43,2.75,8.59,-7.06
4769,2021-10-14 11:12:20,93.79,-1.56,8.36,-5.01
4770,2021-10-14 11:12:29,93.61,5.27,7.22,-0.7
4771,2021-10-14 11:12:44,95.81,5.79,5.34,-7.3
4772,2021-10-14 11:12:53,95.63,5.62,-0.11,-7.4
4773,2021-10-14 11:13:00,95.92,7.1,1.47,-7.72
4774,2021-10-14 11:13:07,95.02,6.91,-0.57,-6.33
4775,2021-10-14 11:13:18,95.63,5.77,0.65,-6.36
4776,2021-10-14 11:13:21,97.03,6.27,-0.1,-7.46
4777,2021-10-14 11:13:28,96.89,6.21,1.13,-7.46
4778,2021-10-14 11:13:30,96.46,5.57,1.81,-7.03
4779,2021-10-14 11:13:32,95.77,5.48,2.52,-7.33
4780,2021-10-14 11:13:35,95.56,5.53,2.72,-7.32
4781,2021-10-14 11:13:39,95.77,7.01,2.55,-7.17
4782,2021-10-14 11:13:55,95.92,4.88,1.19,-6.93
4783,2021-10-14 11:14:00,95.49,5.18,0.43,-8.31
4784,2021-10-14 11:14:03,95.95,4.86,1.21,-7.91
4785,2021-10-14 11:14:24,94.8,3.84,2.99,-7.66
4786,2021-10-14 11:14:39,94.8,4.74,3.5,-8.15
4787,2021-10-14 11:14:53,96.06,5.73,6.46,-6.4
4788,2021-10-14 11:15:15,95.38,6.11,4.26,-6.58
4789,2021-10-14 11:15:17,97.25,5.94,0.14,-7.32
4790,2021-10-14 11:15:20,97.21,5.73,-0.47,-7.35
4791,2021-10-14 11:15:28,95.52,5.25,-0.14,-7.38
4792,2021-10-14 11:15:30,94.95,6.98,3.68,-7.58
4793,2021-10-14 11:15:34,95.09,5.24,3.33,-5.65
4794,2021-10-14 11:15:35,95.41,5.99,2.65,-7.55
4795,2021-10-14 11:15:37,95.95,6.03,1.02,-7.17
4796,2021-10-14 11:15:40,96.06,5.25,2.32,-7.23
4797,2021-10-14 11:15:43,95.63,4.98,0.81,-8.0
4798,2021-10-14 11:15:43,95.38,3.63,1.44,-8.01
4799,2021-10-14 11:15:46,95.13,6.38,0.98,-8.65
4800,2021-10-14 11:15:47,95.63,6.1,1.62,-6.61
4801,2021-10-14 11:15:51,95.95,4.91,2.07,-7.46
4802,2021-10-14 11:15:53,94.87,5.41,4.05,-8.72
4803,2021-10-14 11:15:54,94.84,5.86,2.71,-7.59
4804,2021-10-14 11:15:58,94.59,5.69,2.68,-7.16
4805,2021-10-14 11:15:58,94.69,5.53,3.41,-6.88
4806,2021-10-14 11:16:02,95.34,6.11,4.19,-7.21
4807,2021-10-14 11:16:04,95.7,4.59,1.1,-6.93
4808,2021-10-14 11:16:07,95.99,5.78,2.01,-8.36
4809,2021-10-14 11:16:10,94.59,3.07,1.25,-6.56
4810,2021-10-14 11:16:11,94.73,4.34,0.82,-7.47
4811,2021-10-14 11:16:13,94.87,6.72,0.81,-5.77
4812,2021-10-14 11:16:15,95.38,4.89,1.77,-6.95
4813,2021-10-14 11:16:18,94.44,5.57,0.49,-8.12
4814,2021-10-14 11:16:22,95.02,4.4,-0.14,-6.57
4815,2021-10-14 11:16:25,94.8,-0.24,1.65,-8.53
4816,2021-10-14 11:16:28,94.48,5.91,-0.88,-10.31
4817,2021-10-14 11:16:33,94.26,5.07,0.66,-7.61
4818,2021-10-14 11:16:37,95.38,5.54,2.0,-8.26
4819,2021-10-14 11:16:38,95.7,4.47,0.79,-7.39
4820,2021-10-14 11:16:42,95.7,5.42,1.11,-7.34
4821,2021-10-14 11:16:44,95.52,7.02,-0.9,-7.97
4822,2021-10-14 11:16:48,95.92,7.31,0.04,-6.45
4823,2021-10-14 11:16:50,95.77,6.31,0.52,-7.21
4824,2021-10-14 11:16:53,95.63,8.37,0.63,-7.06
4825,2021-10-14 11:17:11,96.1,6.56,1.47,-4.16
4826,2021-10-14 11:17:25,93.33,3.08,-0.31,-7.19
4827,2021-10-14 11:17:31,95.27,4.24,2.29,-8.5
4828,2021-10-14 11:17:34,94.66,5.85,1.49,-8.81
4829,2021-10-14 11:17:37,95.02,6.52,1.7,-7.18
4830,2021-10-14 11:17:41,94.69,6.05,1.34,-6.49
4831,2021-10-14 11:17:51,94.98,8.66,-1.19,-6.93
4832,2021-10-14 11:17:51,95.16,8.64,1.36,-4.61
4833,2021-10-14 11:18:01,95.13,7.76,2.13,-4.51
4834,2021-10-14 11:18:05,95.56,6.18,1.13,-6.9
4835,2021-10-14 11:18:08,95.02,6.11,1.2,-7.04
4836,2021-10-14 11:18:11,95.52,4.94,1.06,-7.13
4837,2021-10-14 11:18:14,95.16,6.03,0.56,-8.23
4838,2021-10-14 11:18:20,95.99,6.39,0.87,-7.2
4839,2021-10-14 11:18:22,96.49,6.34,1.06,-6.91
4840,2021-10-14 11:18:24,96.53,6.09,1.24,-7.06
4841,2021-10-14 11:18:28,95.81,6.9,2.17,-7.18
4842,2021-10-14 11:18:28,95.63,6.39,1.8,-6.55
4843,2021-10-14 11:18:32,95.92,6.56,1.14,-6.99
4844,2021-10-14 11:18:34,96.53,5.88,0.52,-6.72
4845,2021-10-14 11:18:37,96.1,7.57,0.2,-7.6
4846,2021-10-14 11:18:40,96.64,7.69,0.58,-5.8
4847,2021-10-14 11:18:41,96.24,7.4,0.54,-5.42
4848,2021-10-14 11:18:47,96.46,7.35,0.99,-5.78
4849,2021-10-14 11:18:48,95.27,7.08,-1.02,-6.67
4850,2021-10-14 11:18:52,95.7,7.01,-1.07,-6.68
4851,2021-10-14 11:18:59,95.99,6.72,-0.91,-6.46
4852,2021-10-14 11:19:02,95.09,6.5,-0.28,-6.84
4853,2021-10-14 11:19:06,95.81,7.12,-1.49,-6.75
4854,2021-10-14 11:19:09,96.6,6.43,-1.18,-6.04
4855,2021-10-14 11:19:15,96.24,7.39,-1.36,-6.93
4856,2021-10-14 11:19:26,96.24,6.94,0.12,-5.9
4857,2021-10-14 11:19:30,96.06,6.1,-1.18,-5.77
4858,2021-10-14 11:19:33,95.41,6.17,-2.0,-7.51
4859,2021-10-14 11:19:34,95.38,6.97,-1.66,-7.08
4860,2021-10-14 11:19:37,95.23,6.59,-0.69,-6.46
4861,2021-10-14 11:19:43,96.21,6.96,-0.59,-6.89
4862,2021-10-14 11:19:42,95.81,6.56,-0.73,-6.8
4863,2021-10-14 11:19:45,96.1,5.9,0.07,-6.36
4864,2021-10-14 11:19:47,95.99,5.93,-1.27,-7.51
4865,2021-10-14 11:19:49,95.7,6.16,-1.19,-7.44
4866,2021-10-14 11:19:50,96.21,5.54,-0.99,-7.19
4867,2021-10-14 11:19:56,95.63,5.79,-1.45,-7.89
4868,2021-10-14 11:19:58,95.63,6.6,-0.62,-7.99
4869,2021-10-14 11:20:00,95.81,6.73,-0.48,-6.94
4870,2021-10-14 11:20:05,96.06,6.23,-0.29,-6.45
4871,2021-10-14 11:20:09,96.06,5.73,-1.78,-6.64
4872,2021-10-14 11:20:11,95.77,6.64,-0.55,-7.18
4873,2021-10-14 11:20:15,95.67,6.07,-0.34,-6.62
4874,2021-10-14 11:20:16,95.92,6.65,-0.76,-7.17
4875,2021-10-14 11:20:18,95.95,6.09,0.15,-6.6
4876,2021-10-14 11:20:20,95.99,5.77,-0.56,-7.82
4877,2021-10-14 11:20:23,95.77,6.33,-1.41,-7.54
4878,2021-10-14 11:20:24,96.46,6.22,-0.6,-7.04
4879,2021-10-14 11:20:26,96.24,6.64,0.72,-7.1
4880,2021-10-14 11:20:34,95.38,6.53,-0.1,-6.88
4881,2021-10-14 11:20:40,95.67,6.63,-0.72,-7.41
4882,2021-10-14 11:20:43,95.41,6.74,-0.67,-6.73
4883,2021-10-14 11:20:47,95.81,6.58,-0.28,-6.74
4884,2021-10-14 11:20:50,95.49,6.79,-0.98,-7.03
4885,2021-10-14 11:20:55,95.7,6.92,-0.2,-7.11
4886,2021-10-14 11:20:59,95.38,6.71,-0.48,-6.49
4887,2021-10-14 11:21:07,94.98,6.27,-0.07,-7.24
4888,2021-10-14 11:21:09,94.41,6.76,0.59,-7.14
4889,2021-10-14 11:21:12,95.16,6.18,0.86,-6.91
4890,2021-10-14 11:21:14,95.38,6.43,0.57,-7.32
4891,2021-10-14 11:21:16,95.77,6.05,-0.28,-7.4
4892,2021-10-14 11:21:20,96.21,6.19,0.58,-7.45
4893,2021-10-14 11:21:22,95.16,6.1,0.46,-7.21
4894,2021-10-14 11:21:25,95.7,6.43,0.0,-7.35
4895,2021-10-14 11:21:26,95.99,6.57,0.37,-6.65
4896,2021-10-14 11:21:28,95.81,6.29,0.11,-6.98
4897,2021-10-14 11:21:30,95.95,6.79,0.41,-7.15
4898,2021-10-14 11:21:33,95.92,6.81,-0.11,-6.46
4899,2021-10-14 11:21:34,95.49,6.87,0.13,-6.64
4900,2021-10-14 11:21:36,95.81,6.74,-0.02,-6.75
4901,2021-10-14 11:21:40,95.92,5.96,0.39,-6.97
4902,2021-10-14 11:21:40,95.95,6.3,0.44,-6.55
4903,2021-10-14 11:21:43,95.67,6.29,-0.18,-7.6
4904,2021-10-14 11:21:47,95.92,6.89,-0.46,-7.5
4905,2021-10-14 11:21:48,95.67,6.4,-0.43,-6.7
4906,2021-10-14 11:21:50,95.81,6.12,0.83,-6.92
4907,2021-10-14 11:21:53,96.06,6.22,0.22,-7.25
4908,2021-10-14 11:21:58,95.95,7.09,-0.45,-7.25
4909,2021-10-14 11:22:05,95.27,6.17,1.06,-6.3
4910,2021-10-14 11:22:08,94.73,5.51,-0.05,-7.24
4911,2021-10-14 11:22:11,95.34,5.8,-0.82,-8.12
4912,2021-10-14 11:22:13,95.38,6.5,-0.23,-7.8
4913,2021-10-14 11:22:16,95.81,7.0,0.53,-6.37
4914,2021-10-14 11:22:20,95.81,6.34,0.68,-6.26
4915,2021-10-14 11:22:21,95.77,6.13,0.71,-7.16
4916,2021-10-14 11:22:25,95.67,6.33,-0.03,-8.27
4917,2021-10-14 11:22:28,95.56,6.25,1.38,-7.14
4918,2021-10-14 11:22:29,95.34,6.11,0.22,-7.18
4919,2021-10-14 11:22:31,95.56,6.12,-0.34,-7.71
4920,2021-10-14 11:22:38,96.13,6.8,-0.33,-6.99
4921,2021-10-14 11:22:45,95.38,6.38,0.06,-6.97
4922,2021-10-14 11:22:56,94.73,6.22,-0.48,-6.24
4923,2021-10-14 11:23:07,95.81,6.24,0.29,-7.02
4924,2021-10-14 11:23:09,95.52,6.68,0.3,-7.04
4925,2021-10-14 11:23:10,95.85,6.25,-0.25,-6.52
4926,2021-10-14 11:23:13,95.81,6.21,-0.61,-6.74
4927,2021-10-14 11:23:15,95.52,6.25,0.44,-7.48
4928,2021-10-14 11:23:17,95.95,6.76,-0.11,-7.48
4929,2021-10-14 11:23:19,95.95,6.49,-0.19,-6.54
4930,2021-10-14 11:23:24,95.34,5.37,-0.7,-7.1
4931,2021-10-14 11:23:26,95.09,6.2,-1.0,-7.58
4932,2021-10-14 11:23:29,95.27,6.71,-0.5,-7.38
4933,2021-10-14 11:23:33,94.95,6.65,0.28,-6.47
4934,2021-10-14 11:23:34,95.56,6.27,0.27,-6.97
4935,2021-10-14 11:23:37,95.92,6.79,-0.71,-6.66
4936,2021-10-14 11:23:40,95.52,7.18,0.21,-7.57
4937,2021-10-14 11:23:46,95.67,6.16,0.38,-6.62
4938,2021-10-14 11:23:48,95.92,6.49,0.24,-6.93
4939,2021-10-14 11:23:51,96.21,5.97,-0.11,-7.71
4940,2021-10-14 11:23:53,95.99,6.54,-0.35,-7.29
4941,2021-10-14 11:23:58,95.77,6.5,-0.27,-6.52
4942,2021-10-14 11:24:05,95.77,7.24,-0.39,-6.78
4943,2021-10-14 11:24:07,95.67,6.64,1.36,-6.47
4944,2021-10-14 11:24:09,95.63,6.97,0.08,-6.64
4945,2021-10-14 11:24:12,95.52,6.76,-0.51,-6.02
4946,2021-10-14 11:24:13,95.92,6.84,1.14,-6.48
4947,2021-10-14 11:24:16,95.67,6.24,0.28,-7.28
4948,2021-10-14 11:24:18,95.99,6.4,0.75,-7.24
4949,2021-10-14 11:24:20,95.49,6.94,0.31,-6.88
4950,2021-10-14 11:24:24,95.38,6.84,0.28,-7.43
4951,2021-10-14 11:24:27,95.63,5.93,0.58,-6.8
4952,2021-10-14 11:24:29,95.16,5.85,-0.71,-7.48
4953,2021-10-14 11:24:32,94.48,6.73,-0.72,-7.53
4954,2021-10-14 11:24:37,95.09,6.62,0.17,-7.28
4955,2021-10-14 11:24:37,95.49,6.78,-0.89,-7.62
4956,2021-10-14 11:24:41,95.49,6.59,-0.57,-6.63
4957,2021-10-14 11:24:43,95.16,7.04,0.0,-6.64
4958,2021-10-14 11:24:47,95.23,6.25,0.29,-6.91
4959,2021-10-14 11:24:48,95.27,6.63,1.01,-6.98
4960,2021-10-14 11:24:55,95.38,6.16,0.21,-6.93
4961,2021-10-14 11:24:56,95.38,6.21,0.01,-7.35
4962,2021-10-14 11:25:00,95.41,7.18,0.61,-7.4
4963,2021-10-14 11:25:07,95.85,6.46,0.07,-6.2
4964,2021-10-14 11:25:17,95.81,7.11,-0.12,-6.85
4965,2021-10-14 11:25:23,95.41,6.79,-0.15,-6.49
4966,2021-10-14 11:25:27,95.41,6.74,-0.15,-6.86
4967,2021-10-14 11:25:31,95.63,6.29,-0.24,-7.03
4968,2021-10-14 11:25:33,95.81,6.3,-0.41,-7.31
4969,2021-10-14 11:25:36,95.23,6.32,-0.68,-7.05
4970,2021-10-14 11:25:38,95.38,7.01,0.12,-7.29
4971,2021-10-14 11:25:40,95.56,7.46,0.53,-6.39
4972,2021-10-14 11:25:43,95.56,6.3,-0.05,-6.28
4973,2021-10-14 11:25:45,95.99,6.72,-0.11,-7.45
4974,2021-10-14 11:25:47,96.13,6.78,0.24,-6.77
4975,2021-10-14 11:25:52,95.92,6.94,0.58,-6.73
4976,2021-10-14 11:25:59,95.52,6.78,0.43,-6.04
4977,2021-10-14 11:26:09,95.63,7.15,0.71,-6.84
4978,2021-10-14 11:26:26,95.52,6.56,0.68,-6.78
4979,2021-10-14 11:26:29,95.67,6.82,1.24,-7.15
4980,2021-10-14 11:26:33,95.56,6.99,0.55,-7.16
4981,2021-10-14 11:26:33,95.63,6.74,0.03,-7.1
4982,2021-10-14 11:26:46,95.7,6.81,0.66,-6.68
4983,2021-10-14 11:27:00,95.38,6.18,0.61,-6.81
4984,2021-10-14 11:27:04,94.66,7.09,1.0,-7.2
4985,2021-10-14 11:27:11,94.69,5.77,0.45,-6.58
4986,2021-10-14 11:27:16,94.59,6.13,0.23,-6.9
4987,2021-10-14 11:27:26,95.27,6.84,0.96,-7.01
4988,2021-10-14 11:27:31,95.49,6.8,0.35,-6.56
