date,time,temperature,x_axix,y_axix,z_axix,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26
10/09/2021,11:31:16 AM,95.34,6.21,-1.87,-7.06,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:31:18 AM,93.72,6.38,-2.83,-6.94,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:31:20 AM,94.05,6.18,-2.73,-6.79,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:31:22 AM,94.44,6.43,-2.73,-6.45,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:31:24 AM,94.12,6.21,-1.49,-6.51,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:31:25 AM,94.3,6.41,-2.49,-6.89,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:31:27 AM,94.59,6.33,-2.09,-6.83,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:31:29 AM,95.13,6.03,-1.9,-6.8,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:31:33 AM,95.16,6.59,-2.39,-7.16,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:31:35 AM,95.13,6.04,-2.41,-6.24,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:31:37 AM,95.27,6.13,-1.68,-6.66,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:31:39 AM,95.52,6.56,-2.22,-6.83,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:31:41 AM,95.56,4.95,-1.29,-6.81,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:31:43 AM,95.38,6.01,-2.5,-7.28,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:31:45 AM,94.84,6.64,-2.99,-7.38,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:31:47 AM,94.41,7.21,-1.38,-6.41,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:31:49 AM,94.44,5.62,-0.77,-5.67,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:31:51 AM,94.48,6.16,-1.34,-7.4,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:31:54 AM,94.84,6.56,-1.34,-7.18,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:31:57 AM,94.8,6.61,-1.96,-6.69,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:31:59 AM,94.73,6.13,-1.52,-6.4,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:32:00 AM,95.13,6.07,-1.71,-7.09,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:32:02 AM,95.13,6.36,-1.16,-6.61,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:32:04 AM,95.34,6.22,-1.74,-6.7,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:32:06 AM,95.34,6.3,-1.21,-7.05,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:32:08 AM,95.27,6.52,-1.43,-6.98,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:32:10 AM,94.84,6.22,-2.21,-6.86,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:32:12 AM,94.8,6.3,-1.17,-6.36,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:32:16 AM,95.13,6.01,-1.22,-6.23,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:32:18 AM,95.23,6.44,-1.53,-7.04,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:32:20 AM,95.16,6.79,-1.71,-6.66,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:32:22 AM,95.7,6.21,-2.06,-6.33,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:32:24 AM,95.13,6.7,-1.89,-6.79,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:32:26 AM,95.34,6.39,-2.15,-6.34,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:32:29 AM,94.69,6.81,-1.59,-6.83,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:32:31 AM,94.59,6.85,-1.85,-6.75,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:32:33 AM,95.09,6.47,-1.55,-6.51,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:32:35 AM,95.09,6.31,-1.87,-6.85,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:32:37 AM,94.26,6.7,-1.49,-6.99,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:32:39 AM,94.48,6.46,-1.75,-5.99,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:32:41 AM,94.73,6.79,-2.29,-6.63,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:32:43 AM,95.23,7.05,-2.31,-5.68,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:32:45 AM,95.16,6.39,-1.74,-5.77,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:32:47 AM,95.38,6.53,-1.9,-6.71,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:32:48 AM,95.67,6.9,-2.13,-6.21,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:32:50 AM,95.02,6.47,-1.29,-6.15,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:32:52 AM,94.84,6.88,-2.0,-7.13,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:32:54 AM,94.59,6.79,-2.05,-6.26,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:32:58 AM,94.55,7.14,-1.5,-6.22,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:33:00 AM,94.8,6.72,-4.76,-5.56,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:33:02 AM,94.95,7.04,-2.37,-6.38,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:33:04 AM,95.52,7.02,-1.99,-5.81,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:33:06 AM,94.98,6.51,-2.01,-5.73,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:33:08 AM,94.98,6.58,-2.2,-7.0,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:33:10 AM,94.3,6.25,-1.82,-6.8,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:33:14 AM,94.8,6.34,-1.65,-7.31,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:33:16 AM,95.16,6.81,-1.72,-6.71,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:33:18 AM,95.23,6.65,-1.97,-6.18,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:33:20 AM,95.23,6.22,-2.44,-6.33,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:33:22 AM,95.02,5.97,-1.99,-6.86,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:33:24 AM,94.69,6.8,-2.66,-5.66,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:33:27 AM,95.38,6.7,-2.6,-6.05,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:33:29 AM,95.02,5.5,-3.66,-6.53,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:33:31 AM,94.87,6.68,-2.44,-7.39,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:33:33 AM,95.23,5.94,-1.56,-6.5,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:33:35 AM,95.13,6.12,-1.87,-6.57,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:33:37 AM,95.34,6.36,-2.03,-7.03,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:33:39 AM,94.73,6.01,-1.68,-6.93,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:33:41 AM,94.8,6.41,-1.26,-7.08,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:33:43 AM,94.26,6.58,-1.47,-6.81,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:33:45 AM,94.95,6.05,-1.81,-6.62,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:33:48 AM,95.02,6.7,-2.11,-7.08,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:33:50 AM,95.02,6.24,-1.92,-6.88,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:33:52 AM,95.34,6.35,-3.26,-6.86,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:33:54 AM,95.02,6.95,-3.05,-6.78,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:33:58 AM,95.52,6.57,-2.25,-5.72,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:34:00 AM,95.67,6.68,-2.13,-6.07,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:34:02 AM,94.3,6.54,-2.18,-6.54,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:34:03 AM,94.41,6.01,-1.89,-6.86,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:34:06 AM,95.09,6.38,-1.96,-7.78,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:34:07 AM,94.55,6.7,-1.67,-6.33,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:34:09 AM,94.55,6.19,-2.0,-6.1,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:34:12 AM,94.15,6.74,-1.47,-7.26,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:34:15 AM,94.26,5.89,-1.25,-6.27,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:34:21 AM,95.23,6.8,-2.3,-7.08,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:34:24 AM,94.95,6.52,-1.75,-6.52,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:34:26 AM,94.59,6.71,-1.78,-6.68,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:34:28 AM,94.41,6.6,-1.5,-6.47,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:34:30 AM,94.33,6.99,-1.38,-6.64,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:34:32 AM,94.41,6.37,-1.4,-6.24,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:34:34 AM,94.59,6.41,-1.83,-6.81,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:34:36 AM,94.8,6.97,-1.73,-6.5,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:34:37 AM,94.66,6.68,-2.31,-6.17,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:34:39 AM,94.66,6.6,-1.51,-6.37,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:34:41 AM,95.16,6.35,-1.84,-6.38,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:34:45 AM,94.69,5.69,-1.97,-6.77,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:34:47 AM,95.13,6.42,-2.03,-7.83,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:34:49 AM,95.16,7.14,-2.5,-6.73,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:34:51 AM,95.09,6.36,-1.92,-6.03,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:34:53 AM,95.63,6.53,-1.82,-6.62,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:34:55 AM,95.67,6.76,-1.53,-6.64,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:34:57 AM,95.56,6.33,-1.65,-6.26,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:34:59 AM,95.38,6.76,-1.24,-6.91,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:35:07 AM,94.98,6.78,-1.21,-6.46,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:35:09 AM,95.23,6.96,-1.07,-6.49,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:35:10 AM,95.34,6.94,-0.94,-6.35,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:35:12 AM,95.09,8.05,-2.2,-6.56,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:35:16 AM,93.72,6.87,-1.12,-6.11,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:35:18 AM,94.15,6.96,-2.04,-6.27,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:35:20 AM,94.15,6.54,-1.84,-5.71,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:35:22 AM,94.3,6.02,-1.09,-6.93,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:35:24 AM,94.41,6.55,0.17,-7.37,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:35:26 AM,94.84,6.16,-1.2,-6.99,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:35:27 AM,94.55,6.74,-1.09,-7.26,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:35:31 AM,94.41,7.61,-1.69,-6.7,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:35:33 AM,94.84,6.63,-3.23,-5.14,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:35:35 AM,94.69,6.56,-2.11,-5.99,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:35:37 AM,94.95,6.23,-2.0,-6.45,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:35:39 AM,94.59,6.2,-1.84,-6.1,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:35:41 AM,94.66,6.51,-2.25,-7.32,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:35:43 AM,93.87,6.5,-2.32,-6.54,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:35:44 AM,94.05,6.53,-1.84,-6.68,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:35:46 AM,94.01,6.02,-2.27,-6.49,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:35:48 AM,93.65,5.49,-1.81,-7.64,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:35:50 AM,93.97,6.47,-1.25,-7.7,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:35:53 AM,94.33,6.15,-0.55,-7.02,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:35:55 AM,94.69,5.72,-0.36,-7.07,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:35:57 AM,95.27,6.72,-1.26,-7.8,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:35:59 AM,95.02,6.9,-1.46,-6.64,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:36:01 AM,93.9,6.64,-1.7,-6.56,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:36:07 AM,94.01,6.57,-1.83,-6.78,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:36:09 AM,94.15,6.47,-0.59,-6.96,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:36:13 AM,94.26,6.51,-1.51,-6.42,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:36:15 AM,94.41,6.05,-1.43,-6.18,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:36:16 AM,94.41,7.07,-1.77,-7.03,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:36:18 AM,94.48,6.27,-1.4,-6.03,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:36:20 AM,94.19,6.68,-1.5,-7.23,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:36:22 AM,93.72,7.01,-1.47,-5.87,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:36:24 AM,93.51,6.9,-1.95,-5.94,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:36:27 AM,93.87,6.69,-1.73,-6.42,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:36:29 AM,93.43,7.19,-1.01,-6.65,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:36:31 AM,94.3,6.79,-2.22,-6.02,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:36:33 AM,94.84,6.52,-1.9,-6.72,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:36:35 AM,94.84,6.93,-2.27,-6.67,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:36:36 AM,95.16,6.19,-1.6,-6.77,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:36:38 AM,94.98,6.1,-1.72,-7.18,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:36:40 AM,94.41,7.1,-1.83,-7.67,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:36:42 AM,94.12,6.78,-1.69,-5.96,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:36:44 AM,94.26,6.77,-2.06,-6.54,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:36:46 AM,93.87,6.88,-1.97,-6.2,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:36:48 AM,93.43,6.68,-2.31,-5.99,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:36:50 AM,93.61,6.93,-2.26,-6.68,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:36:54 AM,93.61,7.13,-1.83,-6.56,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:36:55 AM,94.12,6.77,-2.23,-6.3,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:36:57 AM,94.59,6.58,-1.43,-6.52,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:36:59 AM,95.09,6.54,-2.02,-6.23,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:37:01 AM,95.41,6.96,-1.7,-6.69,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:37:03 AM,95.23,6.38,-1.44,-6.28,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:37:05 AM,94.59,6.44,-1.11,-7.2,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:37:07 AM,94.95,7.12,-2.0,-6.73,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:37:09 AM,94.87,6.2,-1.29,-6.22,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:37:11 AM,95.27,6.73,-1.47,-7.39,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:37:12 AM,95.27,6.89,-1.65,-6.63,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:37:14 AM,94.95,6.49,-0.95,-6.3,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:37:17 AM,95.16,7.07,-2.41,-6.42,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:37:18 AM,95.27,6.6,-1.58,-6.05,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:37:20 AM,94.98,6.79,-2.1,-6.86,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:37:22 AM,94.66,6.73,-1.91,-6.26,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:37:24 AM,94.69,6.74,-2.06,-6.35,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:37:26 AM,94.59,6.73,-2.09,-6.1,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:37:28 AM,94.98,6.89,-2.12,-6.45,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:37:31 AM,95.34,6.72,-1.71,-6.34,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:37:41 AM,94.3,6.35,-3.28,-6.65,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:37:43 AM,94.73,6.11,-2.14,-6.86,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:37:45 AM,94.33,6.5,-2.49,-7.14,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:37:47 AM,94.15,6.37,-2.01,-6.23,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:37:49 AM,94.69,7.04,-0.68,-8.2,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:37:51 AM,94.44,7.18,-1.67,-5.6,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:37:53 AM,94.84,6.61,-0.83,-5.61,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:37:54 AM,94.98,6.5,-2.45,-6.54,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:37:58 AM,94.48,6.77,-2.47,-6.98,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:38:00 AM,95.13,6.9,-2.15,-6.45,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:38:02 AM,95.38,6.03,-1.97,-6.3,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:38:04 AM,95.13,6.37,-2.41,-7.57,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:38:06 AM,95.16,6.6,-2.73,-7.44,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:38:08 AM,94.33,6.55,-2.03,-6.49,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:38:10 AM,94.95,6.34,-2.01,-6.56,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:38:11 AM,94.44,6.33,-1.91,-6.99,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:38:13 AM,94.66,6.48,-1.9,-7.06,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:38:15 AM,95.23,6.36,-2.15,-6.82,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:38:20 AM,95.23,6.64,-1.75,-6.46,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:38:22 AM,94.98,7.31,-1.68,-6.29,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:38:24 AM,95.27,6.76,-1.17,-5.77,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:38:26 AM,94.95,6.73,-1.88,-6.53,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:38:30 AM,94.48,6.11,-1.65,-6.97,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:38:36 AM,94.59,6.95,-2.3,-7.4,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:38:40 AM,94.87,6.08,-2.13,-5.98,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:38:42 AM,94.66,6.23,-2.17,-6.75,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:38:44 AM,94.84,6.9,-2.09,-4.99,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:38:46 AM,94.66,6.41,-3.25,-6.78,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:38:48 AM,94.8,5.75,-2.42,-6.63,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:38:50 AM,94.41,7.77,-3.01,-7.16,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:38:52 AM,94.33,6.33,-0.01,-5.63,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:38:54 AM,94.33,6.24,-1.24,-7.25,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:38:55 AM,94.33,6.18,-3.09,-6.49,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:38:57 AM,94.41,6.84,-3.35,-6.34,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:39:00 AM,94.41,6.22,-2.46,-5.72,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:39:06 AM,94.3,5.89,-2.61,-6.48,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:39:07 AM,94.33,5.87,-3.06,-7.02,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:39:11 AM,94.05,6.01,-2.43,-7.56,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:39:15 AM,93.76,6.79,-1.78,-6.89,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:39:16 AM,94.73,6.45,-0.95,-6.88,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:39:19 AM,95.09,6.81,-1.85,-6.81,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:39:21 AM,94.98,6.62,-2.07,-6.81,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:39:23 AM,94.87,6.76,-1.56,-6.54,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:39:25 AM,94.87,6.08,-2.3,-6.42,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:39:27 AM,94.84,7.02,-2.26,-7.18,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:39:29 AM,94.95,6.99,-1.86,-6.02,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:39:31 AM,94.87,6.4,-1.32,-5.83,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:39:33 AM,94.87,7.24,-2.37,-6.73,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:39:35 AM,94.87,6.57,-0.95,-5.73,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:39:37 AM,95.38,6.8,-1.91,-6.99,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:39:39 AM,94.55,7.13,-1.79,-6.52,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:39:41 AM,94.98,6.54,-2.45,-5.64,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:39:43 AM,94.69,7.09,-2.48,-6.58,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:39:44 AM,95.02,6.45,-0.99,-6.11,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:39:47 AM,94.59,6.82,-1.83,-6.66,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:39:48 AM,95.02,6.77,-1.83,-6.78,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:39:50 AM,94.66,6.98,-2.37,-6.12,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:39:52 AM,94.55,7.21,-2.91,-6.37,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:39:56 AM,94.8,6.27,-2.31,-5.22,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:39:58 AM,94.73,7.23,-2.13,-6.83,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:40:00 AM,94.87,6.56,-1.12,-5.44,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:40:02 AM,94.87,6.47,-2.56,-6.31,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:40:04 AM,94.59,6.75,-2.67,-6.56,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:40:06 AM,95.09,6.49,-1.7,-6.16,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:40:08 AM,95.34,6.93,-2.96,-6.28,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:40:09 AM,94.8,6.88,-1.96,-5.99,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:40:12 AM,95.41,6.36,-2.62,-5.88,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:40:14 AM,94.95,6.91,-2.47,-6.64,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:40:16 AM,94.95,6.95,-2.07,-5.7,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:40:18 AM,94.98,6.71,-2.61,-6.22,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:40:20 AM,95.09,6.79,-2.49,-5.97,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:40:21 AM,95.41,6.34,-2.42,-6.29,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:40:24 AM,95.23,6.78,-2.63,-6.66,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:40:25 AM,95.02,6.49,-2.46,-6.11,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:40:29 AM,95.16,6.18,-2.15,-5.8,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:40:31 AM,95.16,6.78,-3.2,-6.55,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:40:33 AM,95.41,6.54,-2.93,-5.94,,,,,,,,,,,,,,,,,,,,,
10/09/2021,11:40:37 AM,95.41,6.5,-0.94,-6.69,,,,,,,,,,,,,,,,,,,,,
